date;discharge;ETP;precipitation;temperature
2019-03-02;0.6888045938650305;0.45;2e-05;1.4770833333333335
2019-03-03;0.496969936196319;0.88;3.31096;6.495138888888889
2019-03-04;0.7317953889570553;0.47;9.72156;5.9375
2019-03-05;0.7367475460122699;0.36;6.56656;3.4159722222222224
2019-03-06;1.0620843533742335;0.37;17.70331;4.364583333333333
2019-03-07;1.2711306846625767;0.47;3.78537;6.337083333333333
2019-03-08;0.9441377447852761;1.22;0.5783400000000001;4.406944444444444
2019-03-09;1.3986303680981595;0.98;4.673380000000001;4.343055555555556
2019-03-10;1.1768245472392638;0.92;2.29776;2.203472222222222
2019-03-11;1.2466926404907974;0.77;0.0;0.5834722222222222
2019-03-12;1.1694739141104293;0.45;15.211799999999997;2.6371527777777777
