date,discharge,precipitation,ETp,temp,groundwater,precip_30d,precip_7d,precip_90d,precip_surplus,melt
2007-08-02,1.094685141337386,4.7,2.6,16.177083333333336,-0.23,3.1333333333333333,1.4285714285714288,3.988888888888889,2.1,1.0
2007-08-03,0.9617811708074536,0.3999999999999999,2.79,14.841666666666665,-0.25,3.1333333333333333,0.7285714285714288,4.006666666666666,-2.39,1.0
2007-08-04,0.8381815968379446,0.0,3.44,16.65833333333333,-0.3,3.1333333333333333,0.7285714285714288,4.018888888888889,-3.44,1.0
2007-08-05,0.7293722014570795,0.0,3.95,19.53263888888889,-0.32,3.1333333333333333,0.7857142857142858,4.033333333333333,-3.95,1.0
2007-08-06,0.6485129166749627,0.0,4.19,19.595138888888883,-0.35,3.0933333333333333,0.11428571428571441,4.075555555555556,-4.19,1.0
2007-08-07,0.5921345387755103,0.0,4.02,19.950694444444444,-0.37,1.9266666666666667,0.07142857142857155,3.6233333333333335,-4.02,1.0
2007-08-08,0.5412593050193051,0.4,3.35,20.21736111111111,-0.38,1.9066666666666667,0.07142857142857155,3.6255555555555556,-2.95,1.0
2007-08-09,0.5042620010204081,0.0,3.76,21.201388888888893,-0.4,2.01,0.07142857142857155,3.597777777777778,-3.76,1.0
2007-08-10,0.4831889531812725,0.1,1.87,20.713194444444447,-0.42,1.6099999999999999,0.07142857142857155,3.561111111111111,-1.77,1.0
2007-08-11,0.5252676843317973,0.0,2.68,20.72222222222223,-0.43,1.5466666666666669,0.07142857142857155,3.543333333333334,-2.68,1.0
2007-08-12,0.5106769411764706,0.0,1.64,17.4387323943662,-0.44,1.8866666666666667,1.3000000000000003,3.3333333333333335,-1.64,1.0
2007-08-13,0.4778053436293435,0.0,3.0,17.816666666666663,-0.45,1.78,2.257142857142857,3.3033333333333337,-3.0,1.0
2007-08-14,0.4570787557603687,0.0,2.85,17.25277777777778,-0.48,1.8099999999999998,2.2428571428571433,3.29,-2.85,1.0
2007-08-15,0.4537776945812807,9.0,1.68,18.513194444444444,-0.49,1.6466666666666667,2.2428571428571433,3.2522222222222226,7.32,1.0
2007-08-16,0.4677407394957983,6.7,1.73,17.336111111111112,-0.51,1.6966666666666665,2.2428571428571433,3.4044444444444446,4.970000000000001,1.0
2007-08-17,0.5030431516483517,0.0,2.65,15.059027777777779,-0.53,1.8833333333333333,2.2428571428571433,3.2877777777777775,-2.65,1.0
2007-08-18,0.4800487316326531,0.0,2.35,14.378472222222221,-0.53,1.75,2.2571428571428576,3.2155555555555555,-2.35,1.0
2007-08-19,0.4403748342857143,0.0,2.04,16.609722222222224,-0.54,1.9533333333333334,1.1285714285714288,3.1766666666666663,-2.04,1.0
2007-08-20,0.4223279183673469,0.0,2.24,18.130555555555556,-0.57,1.9533333333333334,1.442857142857143,2.6277777777777778,-2.24,1.0
2007-08-21,0.4041658861138861,0.1,1.47,19.12361111111111,-0.58,1.9666666666666666,1.442857142857143,2.637777777777778,-1.3699999999999999,1.0
2007-08-22,0.3920472605042017,1.1,2.86,20.743750000000002,-0.59,1.9666666666666666,1.442857142857143,2.6355555555555554,-1.7599999999999998,1.0
2007-08-23,0.5091952695652173,8.899999999999999,1.47,18.89722222222222,-0.62,1.99,3.4714285714285715,2.6355555555555554,7.429999999999999,1.0
2007-08-24,0.5615420727272727,0.0,2.1,18.87847222222222,-0.62,1.9766666666666668,3.8285714285714287,2.6366666666666667,-2.1,1.0
2007-08-25,0.5183708362369338,0.0,1.92,17.234027777777776,-0.63,2.0,4.0,2.637777777777778,-1.92,1.0
