date,temp,humid,wind,radia,precip,ETp,Q(l/s),ks mrk.,Q_mm_d
2008-01-19 12:00:00,5.293055555555556,80.38888888888889,6.630555555555556,30.33333333333333,0.0,0.32,1075.225,0.0,0.6635674285714285
2008-01-20 00:00:00,3.5416666666666665,95.75,3.290277777777778,14.083333333333334,0.0,0.115,1059.0105263157895,0.0,0.6535607819548873
2008-01-20 12:00:00,4.511111111111111,96.93055555555556,3.2527777777777778,9.305555555555555,0.2,0.115,1010.2162790697676,0.0,0.6234477607973422
2008-01-21 00:00:00,4.4125,92.38888888888889,5.252777777777777,30.26388888888889,0.0,0.165,987.8625,0.0,0.6096522857142858
2008-01-21 12:00:00,3.1500000000000004,84.01388888888889,3.9375,22.23611111111111,0.0,0.165,963.2575,0.0,0.5944674857142858
2008-01-22 00:00:00,0.911111111111111,83.97222222222223,4.088888888888889,40.013888888888886,0.0,0.13,926.3842105263158,0.0,0.5717113984962406
2008-01-22 12:00:00,0.6944444444444444,83.26388888888889,2.7750000000000004,21.13888888888889,0.0,0.13,865.1285714285715,0.0,0.533907918367347
2008-01-23 00:00:00,0.3166666666666666,97.875,1.1638888888888888,14.84722222222222,0.1,0.1,818.5074074074074,0.0,0.505136
2008-01-23 12:00:00,3.668055555555556,98.55555555555556,3.511111111111111,6.166666666666667,7.3,0.1,854.7522727272727,0.0,0.5275042597402597
2008-01-24 00:00:00,7.686111111111111,99.27777777777776,5.259722222222222,5.861111111111111,0.4,0.215,1112.7617021276596,0.0,0.6867329361702128
2008-01-24 12:00:00,6.226388888888889,88.40277777777777,6.179166666666666,6.458333333333333,0.1,0.215,1221.928205128205,0.0,0.7541042637362637
2008-01-25 00:00:00,4.723611111111111,83.25,8.098611111111111,8.444444444444445,0.1,0.435,1206.9906976744185,0.0,0.7448856877076411
2008-01-25 12:00:00,7.683333333333334,87.58333333333333,10.704166666666667,5.222222222222222,0.6,0.435,1141.25,0.0,0.7043142857142857
2008-01-26 00:00:00,7.4375,93.18055555555556,8.273611111111112,6.361111111111111,5.3,0.4,1099.4558139534884,0.0,0.6785213023255814
2008-01-26 12:00:00,4.998611111111111,79.90277777777777,9.305555555555555,8.083333333333334,1.9,0.4,1179.5630434782609,0.0,0.7279589068322981
2008-01-27 00:00:00,4.526388888888889,84.375,6.588888888888889,35.27777777777778,0.4,0.185,1315.35,0.0,0.811758857142857
